DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
5,7570,760,1,1,0,0
5,8461,722,1,1,0,0
5,5566,475,1,1,0,0
5,7930,767,1,1,0,0
5,7496,1020,1,1,0,0
5,5431,475,1,1,0,0
5,9995,1315,1,1,0,0
5,4816,517,1,1,0,0
5,9036,871,1,1,0,0
5,8277,1000,1,1,0,0
5,6127,716,1,1,0,0
5,3489,480,1,1,0,0
5,7872,667,1,1,0,0
5,6095,776,1,1,0,0
5,6286,651,1,1,0,0
5,7644,771,1,1,0,0
5,4353,529,1,1,0,0
5,8215,700,1,1,0,0
5,5206,591,1,1,0,0
5,7825,716,1,1,0,0
5,5021,611,1,1,0,0
5,8000,920,1,1,0,0
5,5679,694,1,1,0,0
5,12326,1603,1,1,0,0
5,7186,608,1,1,0,0
5,9403,728,1,1,0,0
5,5755,600,1,1,0,0
5,4860,518,1,1,0,0
5,7499,802,1,1,0,0
5,4791,553,1,1,0,0
5,6444,582,1,1,0,0
5,8304,1027,1,1,0,0
5,6044,648,1,1,0,0
5,5282,678,1,1,0,0
5,6834,620,1,1,0,0
5,9135,789,1,1,0,0
5,8727,898,1,1,0,0
5,8693,840,1,1,0,0
5,8417,877,1,1,0,0
5,7305,725,1,1,0,0
5,6745,710,1,1,0,0
5,7596,630,1,1,0,0
5,8855,761,1,1,0,0
5,7102,728,1,1,0,0
5,10569,1021,1,1,0,0
5,8961,546,1,1,0,0
5,5872,569,1,1,0,0
5,8165,906,1,1,0,0
5,7991,578,1,1,0,0
5,6781,823,1,1,0,0
5,4590,665,1,1,0,0
5,10325,1107,1,1,0,0
5,8338,786,1,1,0,0
5,6801,591,1,1,0,0
5,5184,526,1,1,0,0
5,8521,919,1,1,0,0
5,8539,1027,1,1,0,0
5,6085,675,1,1,0,0
5,5067,608,1,1,0,0
5,3986,486,1,1,0,0
5,7558,955,1,1,0,0
5,7250,844,1,1,0,0
5,5816,450,1,1,0,0
5,7073,638,1,1,0,0
5,8697,621,1,1,0,0
5,6431,784,1,1,0,0
5,5266,453,1,1,0,0
5,9507,911,1,1,0,0
5,5483,737,1,1,0,0
5,5243,442,1,1,0,0
5,12187,1425,1,1,0,0
5,5437,739,1,1,0,0
5,7844,969,1,1,0,0
5,3264,410,1,1,0,0
5,9769,721,1,1,0,0
5,7770,957,1,1,0,0
5,6498,522,1,1,0,0
5,7307,563,1,1,0,0
5,6896,857,1,1,0,0
5,6898,894,1,1,0,0
5,8250,864,1,1,0,0
5,9875,1170,1,1,0,0
5,3167,436,1,1,0,0
5,5360,517,1,1,0,0
5,3991,386,1,1,0,0
5,13834,1517,1,1,0,0
5,4360,416,1,1,0,0
5,8445,668,1,1,0,0
5,10850,764,1,1,0,0
5,8453,928,1,1,0,0
5,4624,676,1,1,0,0
